Estado,Bioma,Latitude,Longitude,Mês,Temperatura,Umidade,Precipitacao,NDVI,Focos_Calor,Declividade,Distancia_Rios,Uso_Solo,Nivel_Risco
PA,Amazônia,-4.88493,-54.35485,Outubro,37.8,84.6,500.0,0.525,31,21.6,3806.2,Agricultura,Alto
CE,Caatinga,-4.68913,-43.68279,Fevereiro,36.8,78.8,118.3,0.737,41,9.5,3750.9,Área Urbana,Médio
MT,Cerrado/Amazônia,-13.58225,-56.10418,Outubro,31.9,58.3,275.8,0.696,77,20.4,2764.1,Floresta,Alto
BA,Caatinga,-10.89961,-40.99087,Abril,22.3,94.9,6.7,0.872,19,23.2,3740.6,Área Urbana,Baixo
BA,Caatinga,-14.66548,-40.15071,Janeiro,22.7,91.0,100.2,-0.003,17,6.8,3126.4,Pastagem,Baixo
PA,Amazônia,-7.24872,-51.8087,Janeiro,18.3,65.7,302.9,0.786,20,23.2,3490.3,Floresta,Alto
GO,Cerrado,-17.48875,-50.99981,Dezembro,39.9,49.5,40.6,0.46,80,18.2,332.6,Agricultura,Baixo
CE,Caatinga,-6.53452,-39.44156,Agosto,19.7,22.9,20.2,0.634,6,20.9,4407.5,Floresta,Baixo
PA,Amazônia,-5.8333,-51.96664,Julho,30.5,53.8,51.8,0.816,27,36.2,3223.2,Pastagem,Baixo
MG,Cerrado,-18.53795,-46.82681,Agosto,30.8,23.4,188.6,0.371,26,19.4,3057.0,Área Urbana,Alto
PR,Mata Atlântica,-24.47628,-54.19325,Abril,25.0,88.2,10.6,-0.104,0,19.0,13.7,Corpo d'Água,Baixo
MT,Cerrado/Amazônia,-14.00578,-57.46587,Junho,24.5,90.1,110.1,0.864,10,18.8,150.4,Floresta,Médio
RS,Pampa,-30.67981,-53.70112,Março,33.1,39.1,17.5,0.798,44,24.9,4508.3,Floresta,Baixo
MG,Cerrado,-16.45326,-42.078,Novembro,25.5,23.0,68.6,0.863,33,14.7,4928.5,Área Urbana,Baixo
GO,Cerrado,-12.45384,-48.11852,Agosto,21.9,59.5,405.7,0.342,46,32.1,4040.9,Agricultura,Alto
AM,Amazônia,-4.06317,-62.83902,Abril,25.8,61.2,26.1,0.168,24,11.4,4576.0,Agricultura,Baixo
AM,Amazônia,-4.17184,-59.24154,Março,36.8,26.5,4.2,-0.1,80,12.0,613.6,Agricultura,Médio
MG,Cerrado,-18.68331,-42.64615,Abril,41.1,26.7,66.9,0.433,69,23.6,652.1,Agricultura,Médio
PA,Amazônia,-3.75285,-52.44568,Junho,32.2,94.1,103.4,0.517,54,10.4,4399.2,Pastagem,Baixo
RS,Pampa,-32.20746,-51.37088,Novembro,36.1,30.7,42.4,0.873,29,3.6,297.0,Agricultura,Baixo
SP,Mata Atlântica,-23.32955,-44.71312,Julho,29.4,81.2,93.6,0.719,16,8.2,475.1,Floresta,Médio
SP,Mata Atlântica,-23.52081,-48.44291,Julho,31.9,50.0,367.9,0.833,71,36.5,4086.1,Agricultura,Alto
GO,Cerrado,-14.34814,-50.18131,Dezembro,41.7,47.0,44.8,0.892,95,0.4,2789.3,Pastagem,Médio
PA,Amazônia,-9.35787,-52.24252,Abril,26.8,35.1,44.4,0.328,39,5.3,1964.7,Área Urbana,Baixo
BA,Caatinga,-11.82884,-42.96441,Agosto,16.8,75.8,79.1,0.05,12,30.3,2771.7,Área Urbana,Médio
BA,Caatinga,-12.86807,-40.71342,Julho,40.8,84.9,86.9,0.61,14,39.2,4395.0,Floresta,Médio
MT,Cerrado/Amazônia,-12.18232,-59.26399,Fevereiro,36.4,32.2,0.2,0.218,43,27.5,3788.1,Agricultura,Médio
RS,Pampa,-28.14967,-48.6705,Agosto,25.8,79.5,114.8,-0.027,0,36.9,22.4,Corpo d'Água,Médio
RS,Pampa,-30.79528,-54.09481,Setembro,41.5,21.6,500.0,0.604,60,34.2,4884.7,Floresta,Alto
AM,Amazônia,-2.31333,-63.22964,Maio,24.3,77.4,41.4,0.202,72,19.2,2611.3,Área Urbana,Médio
CE,Caatinga,-4.29683,-36.34674,Abril,25.0,47.0,119.6,0.208,55,13.3,41.6,Pastagem,Médio
GO,Cerrado,-18.14946,-51.03493,Abril,31.5,21.2,0.6,-0.096,111,25.3,2150.9,Cerrado/Savana,Médio
SP,Mata Atlântica,-23.84172,-44.69248,Abril,22.4,38.9,111.3,0.254,38,21.3,491.9,Agricultura,Médio
GO,Cerrado,-10.49657,-49.46937,Junho,33.9,53.7,71.1,0.016,45,1.0,591.1,Área Urbana,Médio
BA,Caatinga,-15.02833,-42.21828,Novembro,19.1,82.4,90.7,0.831,43,38.3,1282.0,Floresta,Médio
BA,Caatinga,-13.7423,-40.61762,Abril,17.9,64.5,94.2,0.097,102,22.8,1913.0,Agricultura,Médio
MG,Cerrado,-17.94467,-46.11272,Julho,29.4,25.0,23.4,0.748,28,35.0,2413.2,Floresta,Baixo
MT,Cerrado/Amazônia,-13.93023,-57.46009,Julho,30.0,23.5,176.3,-0.019,21,29.4,857.4,Cerrado/Savana,Alto
RS,Pampa,-30.38904,-51.29328,Maio,17.9,45.0,97.3,0.767,8,13.6,1565.5,Floresta,Médio
PR,Mata Atlântica,-24.81669,-49.69772,Maio,41.0,16.4,37.8,0.489,35,36.0,1389.9,Floresta,Médio
GO,Cerrado,-16.42432,-50.65535,Outubro,30.5,84.3,332.5,-0.013,0,31.6,46.9,Corpo d'Água,Alto
BA,Caatinga,-14.58816,-42.03579,Agosto,19.1,44.1,1.5,0.45,45,17.2,548.9,Agricultura,Baixo
CE,Caatinga,-4.71571,-42.23614,Julho,23.4,39.2,155.3,0.276,11,33.6,1992.7,Agricultura,Alto
AM,Amazônia,-3.98364,-60.47956,Julho,36.6,53.3,57.6,0.639,13,10.9,2776.2,Floresta,Baixo
SP,Mata Atlântica,-22.57754,-46.06985,Junho,29.1,70.3,88.7,0.666,37,26.8,493.8,Pastagem,Médio
MT,Cerrado/Amazônia,-11.74818,-57.78056,Julho,20.1,58.4,41.4,0.828,85,4.6,2608.6,Cerrado/Savana,Baixo
CE,Caatinga,-6.16038,-37.74214,Julho,17.8,78.2,46.5,0.85,50,34.6,3782.0,Agricultura,Baixo
MT,Cerrado/Amazônia,-11.43704,-58.03941,Outubro,26.6,63.5,1.8,0.604,46,29.2,51.1,Floresta,Baixo
MG,Cerrado,-21.32809,-45.63827,Fevereiro,24.1,77.0,157.1,0.757,26,6.1,247.2,Floresta,Médio
PR,Mata Atlântica,-24.0747,-52.53739,Outubro,32.7,69.2,148.9,0.378,17,0.9,2337.7,Área Urbana,Médio
BA,Caatinga,-12.0849,-39.57034,Fevereiro,40.0,26.4,127.5,0.629,49,15.6,4365.2,Floresta,Baixo
AM,Amazônia,-3.60954,-61.86906,Outubro,21.7,14.5,252.4,0.723,34,27.0,4989.0,Pastagem,Alto
CE,Caatinga,-4.07264,-41.27313,Julho,38.1,86.8,277.8,0.275,15,11.3,476.0,Cerrado/Savana,Alto
MT,Cerrado/Amazônia,-13.83957,-55.83076,Outubro,39.9,90.4,97.6,0.833,17,38.9,101.5,Floresta,Médio
RS,Pampa,-29.97455,-51.04736,Julho,39.4,71.8,138.6,0.743,40,37.4,1151.6,Floresta,Alto
MG,Cerrado,-18.46007,-43.08256,Julho,40.7,71.6,1.3,0.431,45,23.9,2342.7,Área Urbana,Baixo
RS,Pampa,-29.37643,-50.55677,Maio,37.7,33.0,224.8,0.861,10,12.6,2863.3,Área Urbana,Alto
AM,Amazônia,-1.6367,-59.81014,Janeiro,31.0,56.1,203.4,0.838,42,35.9,4867.7,Cerrado/Savana,Alto
CE,Caatinga,-1.73461,-40.51852,Fevereiro,26.1,94.3,2.5,0.596,33,32.1,4443.4,Pastagem,Baixo
MG,Cerrado,-14.80589,-46.19516,Setembro,28.3,82.8,93.9,0.225,14,3.4,2814.9,Pastagem,Baixo
CE,Caatinga,-2.19713,-40.60094,Agosto,38.6,35.9,284.6,0.669,64,19.1,1815.0,Floresta,Alto
BA,Caatinga,-12.68341,-41.67214,Agosto,23.1,35.6,24.0,-0.02,10,39.2,1613.3,Cerrado/Savana,Baixo
PA,Amazônia,-6.84046,-52.59992,Outubro,19.3,51.1,52.2,0.609,18,18.2,2867.4,Pastagem,Baixo
MG,Cerrado,-19.73301,-46.40242,Janeiro,18.8,44.4,48.2,0.403,14,37.3,3609.6,Pastagem,Baixo
RS,Pampa,-30.08809,-48.84518,Junho,37.3,41.5,52.8,0.472,23,39.1,2413.5,Cerrado/Savana,Médio
AM,Amazônia,-3.85103,-60.80847,Setembro,35.6,63.3,5.1,0.372,21,15.5,1528.9,Pastagem,Baixo
PR,Mata Atlântica,-26.1585,-53.47521,Agosto,28.4,80.7,39.3,-0.071,0,38.6,16.6,Corpo d'Água,Médio
BA,Caatinga,-11.89921,-39.06658,Março,22.4,74.9,41.9,0.664,133,5.5,2794.1,Floresta,Médio
PA,Amazônia,-5.22657,-51.49003,Abril,33.3,72.9,241.1,0.828,26,6.4,2142.6,Floresta,Alto
PR,Mata Atlântica,-22.64731,-51.6048,Março,16.0,80.6,52.1,-0.071,25,11.1,3744.3,Área Urbana,Baixo
SP,Mata Atlântica,-23.77809,-45.92187,Junho,30.3,81.5,71.1,0.626,83,18.7,1418.3,Floresta,Médio
BA,Caatinga,-11.60497,-43.79846,Setembro,25.8,58.1,57.5,0.291,22,7.2,2429.8,Agricultura,Baixo
AM,Amazônia,-3.02641,-62.22102,Agosto,41.4,76.3,15.4,0.645,13,13.6,4702.3,Pastagem,Baixo
MT,Cerrado/Amazônia,-13.86428,-57.02472,Outubro,28.7,51.9,500.0,0.866,31,4.1,3616.9,Floresta,Alto
MG,Cerrado,-20.25799,-46.81639,Abril,29.9,90.9,209.7,0.653,49,17.2,1946.0,Floresta,Alto
CE,Caatinga,-4.99973,-38.29688,Fevereiro,34.2,26.2,93.4,-0.01,72,33.1,2735.4,Pastagem,Médio
AM,Amazônia,-3.99094,-63.66109,Agosto,28.1,87.8,77.6,0.894,71,23.8,2033.4,Floresta,Médio
MG,Cerrado,-19.71795,-43.72658,Agosto,21.1,32.0,125.7,0.122,40,32.4,571.6,Área Urbana,Alto
PR,Mata Atlântica,-22.38892,-50.39432,Dezembro,29.5,18.7,47.4,0.642,28,5.4,1681.3,Cerrado/Savana,Médio
CE,Caatinga,-3.14881,-41.22144,Novembro,40.5,47.3,6.2,0.897,51,16.0,4303.6,Floresta,Médio
GO,Cerrado,-15.94089,-48.31196,Junho,26.1,62.3,62.2,0.72,43,1.6,2311.4,Floresta,Baixo
RS,Pampa,-32.12877,-52.21756,Agosto,33.4,29.6,496.1,0.594,100,14.8,2927.3,Agricultura,Alto
SP,Mata Atlântica,-22.13697,-46.24236,Setembro,41.4,57.2,24.2,0.457,34,24.6,915.4,Agricultura,Baixo
BA,Caatinga,-14.02767,-44.14623,Janeiro,37.4,78.7,90.0,0.318,113,22.8,1787.6,Agricultura,Médio
AM,Amazônia,-1.46403,-65.30008,Setembro,32.8,31.9,1.0,0.896,41,2.4,4646.7,Floresta,Médio
SP,Mata Atlântica,-22.60141,-47.42957,Fevereiro,34.9,59.3,15.6,0.635,7,2.5,1578.1,Pastagem,Baixo
MT,Cerrado/Amazônia,-11.1094,-58.48322,Janeiro,40.3,38.8,106.2,0.003,53,12.2,1260.3,Área Urbana,Médio
MG,Cerrado,-14.5878,-43.94655,Agosto,40.9,55.0,42.4,0.453,29,30.9,288.9,Agricultura,Médio
MG,Cerrado,-17.6594,-45.70957,Agosto,41.2,66.7,283.3,0.861,60,0.8,495.2,Floresta,Alto
AM,Amazônia,-3.67007,-62.38117,Novembro,31.9,39.8,62.5,0.262,66,24.6,2928.1,Área Urbana,Médio
PA,Amazônia,-2.8459,-52.12913,Abril,25.4,94.5,28.0,0.625,48,7.3,3303.6,Floresta,Baixo
PA,Amazônia,-4.72426,-51.93103,Agosto,18.6,57.9,94.7,0.745,62,37.8,3211.5,Pastagem,Médio
GO,Cerrado,-14.88708,-51.92418,Julho,25.4,80.1,190.2,0.721,0,17.2,2703.7,Área Urbana,Alto
RS,Pampa,-26.9561,-52.54623,Fevereiro,40.5,71.6,2.4,0.55,10,1.9,2459.9,Agricultura,Baixo
CE,Caatinga,-5.15761,-37.35278,Maio,39.0,82.5,84.5,0.617,89,28.5,370.0,Pastagem,Médio
MT,Cerrado/Amazônia,-9.77806,-55.71107,Outubro,29.1,24.8,178.2,0.688,84,19.4,4205.1,Área Urbana,Alto
SP,Mata Atlântica,-24.30704,-46.4384,Abril,29.5,28.9,13.1,0.634,15,35.2,2570.3,Pastagem,Baixo
PA,Amazônia,-5.28955,-52.42641,Março,23.3,51.4,279.7,0.884,84,26.1,668.3,Floresta,Alto
GO,Cerrado,-17.67508,-47.94984,Janeiro,27.3,82.4,36.9,0.059,52,27.7,687.9,Cerrado/Savana,Baixo
GO,Cerrado,-15.62812,-50.92333,Maio,34.3,26.8,22.4,0.21,21,30.7,2569.7,Cerrado/Savana,Baixo
AM,Amazônia,-4.21759,-61.81522,Outubro,25.9,92.5,106.8,0.107,19,16.8,1230.4,Pastagem,Médio
MT,Cerrado/Amazônia,-14.78436,-55.60235,Agosto,20.1,20.8,23.1,0.613,33,31.7,4610.6,Floresta,Médio
PR,Mata Atlântica,-24.5379,-49.20147,Dezembro,29.6,24.9,136.6,0.389,24,2.0,2499.8,Área Urbana,Médio
CE,Caatinga,-4.98362,-41.2779,Setembro,21.1,24.2,80.8,0.655,29,30.6,4892.3,Floresta,Baixo
RS,Pampa,-31.8267,-51.81606,Julho,41.3,59.8,14.0,0.859,17,25.5,3673.5,Pastagem,Baixo
BA,Caatinga,-13.00736,-42.55089,Dezembro,25.5,88.0,292.3,0.67,34,22.7,4055.4,Área Urbana,Alto
AM,Amazônia,-3.27728,-63.10897,Novembro,39.6,31.7,134.2,0.88,54,12.7,1950.5,Agricultura,Médio
CE,Caatinga,-4.71869,-40.43097,Janeiro,21.1,57.0,94.8,0.775,30,4.6,678.8,Floresta,Médio
BA,Caatinga,-11.63244,-42.16515,Janeiro,20.1,74.5,56.3,-0.176,0,25.9,47.7,Corpo d'Água,Médio
BA,Caatinga,-10.71069,-40.72156,Janeiro,31.7,63.6,17.4,0.898,46,18.9,2041.3,Floresta,Baixo
MT,Cerrado/Amazônia,-12.38962,-57.23152,Fevereiro,36.0,20.5,147.5,0.639,115,8.7,4744.9,Floresta,Médio
MT,Cerrado/Amazônia,-14.95851,-54.79968,Janeiro,30.3,51.8,201.6,0.87,20,1.7,976.2,Floresta,Alto
SP,Mata Atlântica,-24.57117,-46.4939,Abril,21.2,65.7,16.1,0.024,127,21.6,3136.3,Pastagem,Médio
GO,Cerrado,-15.31429,-50.11527,Outubro,16.0,59.2,81.9,0.709,69,5.1,4331.6,Agricultura,Baixo
CE,Caatinga,-3.0681,-41.48206,Setembro,31.7,21.9,79.6,0.634,8,37.2,2020.1,Floresta,Médio
AM,Amazônia,-0.8691,-61.21266,Dezembro,18.5,79.8,51.7,0.083,0,6.0,43.1,Corpo d'Água,Baixo
MG,Cerrado,-18.87963,-44.90284,Abril,24.3,67.1,186.9,0.801,13,1.3,392.3,Floresta,Alto
AM,Amazônia,-6.79523,-63.49235,Abril,33.2,78.8,12.6,0.425,121,10.5,2938.8,Cerrado/Savana,Médio
SP,Mata Atlântica,-24.08086,-46.36584,Julho,17.6,87.2,27.5,0.497,10,7.0,3889.2,Cerrado/Savana,Baixo
RS,Pampa,-28.14063,-48.17368,Novembro,18.4,79.2,0.2,0.635,23,31.6,1017.0,Agricultura,Baixo
GO,Cerrado,-15.4216,-49.53159,Setembro,16.7,92.8,56.0,0.239,102,11.6,298.7,Cerrado/Savana,Baixo
MG,Cerrado,-19.24553,-47.12265,Julho,41.9,44.7,41.3,0.888,25,9.8,408.7,Floresta,Baixo
PA,Amazônia,-6.44868,-53.03825,Janeiro,25.5,38.1,242.1,0.634,31,39.8,1603.0,Cerrado/Savana,Alto
RS,Pampa,-28.56691,-50.45073,Janeiro,39.5,12.4,164.4,0.462,64,6.0,1123.6,Cerrado/Savana,Médio
MT,Cerrado/Amazônia,-12.34768,-57.7912,Abril,22.9,48.2,10.6,0.866,10,3.4,1127.2,Floresta,Baixo
BA,Caatinga,-15.55318,-44.58263,Abril,35.3,65.4,162.1,0.79,77,12.2,2298.0,Floresta,Médio
PA,Amazônia,-8.0356,-53.16801,Janeiro,20.9,79.3,135.0,0.85,49,16.2,433.8,Floresta,Médio
AM,Amazônia,-1.97893,-60.7694,Junho,28.5,32.7,39.7,0.668,22,30.4,4977.5,Agricultura,Baixo
AM,Amazônia,-2.27943,-62.99264,Outubro,37.3,53.7,1.9,0.285,29,38.2,3482.1,Cerrado/Savana,Médio
MT,Cerrado/Amazônia,-10.96361,-58.31661,Fevereiro,37.0,66.3,14.7,0.827,44,30.5,161.2,Floresta,Médio
SP,Mata Atlântica,-22.26991,-49.14186,Novembro,36.4,56.9,34.5,0.648,31,29.1,3462.6,Floresta,Baixo
CE,Caatinga,-6.86567,-37.17108,Maio,37.2,33.3,203.5,0.795,49,39.7,3961.2,Floresta,Alto
PA,Amazônia,-5.84575,-53.75145,Agosto,20.7,77.7,75.1,0.499,24,30.6,961.9,Cerrado/Savana,Médio
PA,Amazônia,-3.88586,-50.90394,Março,28.0,24.7,300.7,0.644,10,5.6,4203.0,Floresta,Alto
PR,Mata Atlântica,-25.53992,-51.1323,Setembro,28.1,86.9,186.8,0.861,2,18.5,3062.7,Floresta,Médio
RS,Pampa,-29.82464,-55.47065,Julho,39.0,91.0,40.6,0.62,30,20.1,4106.1,Floresta,Baixo
GO,Cerrado,-17.92379,-48.42662,Setembro,23.0,41.1,224.0,0.219,20,12.2,3586.3,Agricultura,Alto
RS,Pampa,-31.27891,-50.43524,Janeiro,40.2,42.0,14.9,0.274,15,6.6,3526.1,Cerrado/Savana,Baixo
CE,Caatinga,-4.70544,-37.82685,Maio,27.2,73.2,4.4,0.214,11,28.5,799.6,Cerrado/Savana,Baixo
AM,Amazônia,-5.51569,-61.62869,Dezembro,33.1,48.8,112.5,0.896,44,11.1,1585.8,Floresta,Médio
AM,Amazônia,-3.56812,-63.40466,Março,22.3,12.4,50.2,0.481,71,25.0,2621.0,Agricultura,Médio
AM,Amazônia,-4.66519,-61.87878,Abril,26.1,88.2,48.0,0.72,94,12.9,571.6,Floresta,Baixo
PR,Mata Atlântica,-23.94549,-51.45461,Abril,34.2,46.6,139.5,0.651,58,20.2,2397.7,Floresta,Médio
AM,Amazônia,-3.32793,-62.96774,Novembro,28.8,27.3,227.7,0.164,8,13.5,2232.1,Agricultura,Alto
CE,Caatinga,-5.74828,-40.83871,Dezembro,40.1,57.2,46.7,0.125,23,16.5,1167.3,Cerrado/Savana,Baixo
MT,Cerrado/Amazônia,-13.4579,-56.02799,Julho,34.9,28.6,47.2,0.588,46,29.3,1006.6,Agricultura,Médio
GO,Cerrado,-14.77039,-51.75381,Outubro,30.2,27.5,91.6,0.249,49,35.4,1244.4,Agricultura,Médio
CE,Caatinga,-6.44466,-40.7156,Novembro,38.9,71.3,127.1,0.081,0,20.3,23.5,Corpo d'Água,Médio
GO,Cerrado,-15.92606,-52.36473,Agosto,33.0,43.2,27.2,0.609,65,24.4,2080.6,Pastagem,Baixo
CE,Caatinga,-6.41836,-41.72837,Novembro,32.5,58.7,292.6,0.831,13,34.6,2075.7,Floresta,Alto
AM,Amazônia,-2.86928,-62.26451,Outubro,21.7,94.7,127.5,0.062,51,5.7,916.8,Pastagem,Médio
MT,Cerrado/Amazônia,-13.37382,-58.51492,Maio,25.7,83.0,117.8,-0.037,5,6.5,3939.0,Pastagem,Baixo
PA,Amazônia,-6.21064,-53.57704,Dezembro,33.4,10.7,281.5,0.695,53,14.4,3504.9,Floresta,Alto
RS,Pampa,-27.578,-49.73447,Outubro,39.1,14.3,285.4,0.435,57,12.4,2151.1,Cerrado/Savana,Alto
BA,Caatinga,-13.61606,-41.45221,Julho,23.5,61.9,17.5,0.095,11,39.5,719.6,Cerrado/Savana,Médio
MT,Cerrado/Amazônia,-11.26369,-57.95652,Março,20.8,63.2,18.8,0.865,101,22.6,3576.4,Floresta,Médio
PA,Amazônia,-7.66567,-55.42529,Março,31.0,84.6,172.2,0.813,18,21.0,4495.2,Floresta,Médio
SP,Mata Atlântica,-21.6416,-46.91659,Março,16.8,63.5,377.3,0.194,10,23.1,899.5,Agricultura,Alto
CE,Caatinga,-4.66301,-40.51136,Dezembro,34.3,29.4,131.8,-0.031,102,35.0,3017.3,Área Urbana,Alto
SP,Mata Atlântica,-25.45185,-48.25195,Abril,34.0,49.8,63.6,0.701,38,9.7,2127.3,Floresta,Baixo
PA,Amazônia,-7.55155,-51.45501,Junho,24.6,78.8,138.0,0.871,10,20.4,447.4,Floresta,Médio
MT,Cerrado/Amazônia,-10.44116,-56.86413,Maio,39.1,88.4,31.2,0.084,22,10.8,3631.9,Área Urbana,Baixo
CE,Caatinga,-7.3767,-38.90512,Agosto,28.6,30.1,500.0,0.886,32,31.2,365.0,Floresta,Alto
BA,Caatinga,-10.68252,-40.2425,Dezembro,32.4,55.9,67.7,0.573,78,31.1,3514.1,Cerrado/Savana,Médio
AM,Amazônia,-3.5137,-62.57172,Maio,20.7,23.5,322.0,-0.025,44,38.3,1413.0,Cerrado/Savana,Alto
CE,Caatinga,-5.15575,-37.81213,Novembro,26.3,52.2,67.6,0.719,11,17.9,2832.6,Floresta,Baixo
CE,Caatinga,-3.95945,-40.22864,Dezembro,38.3,17.7,316.0,-0.054,19,6.3,810.7,Pastagem,Alto
MT,Cerrado/Amazônia,-13.29637,-57.64254,Maio,20.7,90.0,49.1,0.573,6,35.9,1860.8,Área Urbana,Médio
MT,Cerrado/Amazônia,-14.27695,-54.89224,Outubro,25.5,64.2,171.5,0.71,37,35.6,529.4,Pastagem,Alto
PA,Amazônia,-6.72174,-51.99459,Fevereiro,23.6,78.3,361.9,-0.077,0,9.4,28.0,Corpo d'Água,Alto
MG,Cerrado,-19.50214,-45.26584,Dezembro,19.1,94.9,124.6,0.865,38,11.1,1074.3,Floresta,Médio
CE,Caatinga,-5.27082,-38.83214,Novembro,22.8,25.5,135.8,0.467,55,12.5,947.8,Agricultura,Médio
RS,Pampa,-30.41884,-52.93881,Novembro,21.3,69.0,13.0,0.648,40,18.1,544.7,Floresta,Baixo
CE,Caatinga,-5.07138,-40.80001,Maio,39.9,85.4,77.1,0.665,42,33.2,3829.5,Floresta,Baixo
PA,Amazônia,-3.22424,-53.11992,Dezembro,35.0,59.0,261.4,0.801,79,5.8,3201.2,Floresta,Alto
GO,Cerrado,-16.83195,-46.8778,Julho,23.5,64.4,33.1,0.737,0,28.0,793.0,Área Urbana,Médio
SP,Mata Atlântica,-22.44167,-47.97516,Fevereiro,35.6,44.7,186.3,0.272,82,14.1,2367.4,Agricultura,Médio
AM,Amazônia,-4.65637,-61.50873,Junho,15.6,67.4,135.1,0.355,25,7.8,3307.8,Cerrado/Savana,Médio
MG,Cerrado,-18.44479,-43.21474,Julho,29.2,43.6,30.3,0.599,20,13.5,4391.6,Cerrado/Savana,Baixo
BA,Caatinga,-13.57401,-40.64834,Maio,21.8,50.5,39.9,-0.032,74,21.3,307.3,Agricultura,Médio
BA,Caatinga,-15.93743,-41.93166,Setembro,18.1,18.7,66.9,0.286,54,36.9,1818.2,Área Urbana,Médio
BA,Caatinga,-13.50577,-42.38257,Abril,38.9,10.7,16.0,-0.004,46,25.1,3083.6,Pastagem,Médio
MT,Cerrado/Amazônia,-12.83431,-55.21224,Outubro,20.4,14.7,293.5,-0.083,15,24.3,87.9,Cerrado/Savana,Alto
BA,Caatinga,-14.31106,-44.98206,Janeiro,37.2,26.4,161.4,0.602,83,4.3,1225.2,Floresta,Médio
AM,Amazônia,-5.02708,-60.68635,Agosto,26.2,48.8,54.5,0.637,96,3.2,3727.1,Floresta,Médio
SP,Mata Atlântica,-26.01749,-47.48792,Agosto,15.4,11.8,42.7,0.789,3,5.2,1785.1,Floresta,Baixo
BA,Caatinga,-11.32063,-41.78764,Julho,34.8,23.3,140.4,0.764,48,3.8,431.6,Floresta,Médio
CE,Caatinga,-3.40694,-42.70234,Agosto,31.1,76.4,66.2,0.672,10,23.1,3136.7,Floresta,Baixo
CE,Caatinga,-5.58241,-37.64423,Fevereiro,24.3,74.8,31.3,-0.061,17,18.1,1257.8,Pastagem,Baixo
MT,Cerrado/Amazônia,-14.37032,-55.36779,Março,22.6,77.1,67.5,0.175,24,0.2,3511.3,Área Urbana,Baixo
AM,Amazônia,-3.82354,-61.56881,Setembro,17.0,88.3,246.0,-0.081,72,14.0,4501.9,Área Urbana,Alto
SP,Mata Atlântica,-21.65301,-45.98525,Janeiro,40.4,20.1,8.5,0.058,73,5.1,2644.0,Pastagem,Médio
MG,Cerrado,-19.39687,-43.70691,Agosto,28.3,23.9,55.1,0.865,7,39.5,2999.7,Floresta,Baixo
PA,Amazônia,-6.5327,-52.31995,Agosto,17.3,38.4,393.5,0.64,21,18.4,2576.9,Floresta,Alto
SP,Mata Atlântica,-25.42776,-46.58636,Julho,38.5,87.8,1.8,0.207,25,17.0,4089.0,Área Urbana,Baixo
PA,Amazônia,-3.75606,-53.17815,Novembro,22.5,75.9,265.6,0.626,16,25.8,1216.2,Floresta,Alto
GO,Cerrado,-14.18946,-45.19986,Maio,20.5,37.6,56.4,0.625,14,14.3,2013.7,Cerrado/Savana,Baixo
PA,Amazônia,-5.58342,-51.80871,Abril,22.6,17.4,25.2,0.786,35,28.6,4476.2,Floresta,Baixo
RS,Pampa,-29.31471,-50.89234,Outubro,30.2,62.4,1.8,0.676,48,36.2,3621.0,Floresta,Baixo
CE,Caatinga,-3.91816,-40.02214,Outubro,17.0,31.8,8.8,0.797,77,20.0,1607.2,Floresta,Médio
AM,Amazônia,-4.46382,-64.50948,Outubro,28.0,55.1,22.6,0.107,5,15.3,4164.8,Cerrado/Savana,Baixo
PR,Mata Atlântica,-25.40414,-50.19785,Outubro,39.2,90.1,3.1,0.889,9,20.9,1201.7,Pastagem,Baixo
MT,Cerrado/Amazônia,-14.0897,-56.54998,Junho,20.1,58.7,49.1,0.8,24,24.1,3174.6,Cerrado/Savana,Baixo
RS,Pampa,-30.21466,-52.16108,Dezembro,23.9,88.5,5.5,0.187,20,33.9,4782.7,Cerrado/Savana,Baixo
PA,Amazônia,-8.31956,-50.68572,Novembro,25.7,43.4,141.4,0.747,24,15.8,2877.8,Floresta,Médio
BA,Caatinga,-11.80421,-37.70207,Janeiro,30.8,63.8,205.0,0.663,51,2.1,3999.3,Floresta,Médio
AM,Amazônia,-1.85088,-60.20918,Maio,39.8,86.0,262.1,0.831,19,25.2,3679.8,Cerrado/Savana,Alto
RS,Pampa,-32.65403,-53.88025,Abril,25.7,60.0,95.6,0.621,27,39.5,4329.9,Floresta,Baixo
MT,Cerrado/Amazônia,-12.61653,-58.64217,Abril,16.9,62.3,351.4,0.621,130,34.2,4844.1,Floresta,Alto
CE,Caatinga,-6.12193,-35.8606,Julho,24.4,70.9,0.7,-0.097,17,30.3,121.4,Agricultura,Baixo
AM,Amazônia,-1.68519,-63.62348,Setembro,20.1,85.0,17.3,0.375,55,7.1,149.1,Cerrado/Savana,Baixo
MT,Cerrado/Amazônia,-16.22918,-58.44991,Agosto,32.6,17.5,41.6,0.776,17,29.9,2976.2,Floresta,Baixo
GO,Cerrado,-16.66579,-50.3219,Novembro,15.8,38.6,186.7,0.224,10,3.3,4771.7,Área Urbana,Médio
GO,Cerrado,-17.74857,-48.14522,Dezembro,22.9,43.8,259.9,0.879,10,19.8,2433.6,Pastagem,Alto
MT,Cerrado/Amazônia,-13.74719,-55.94713,Agosto,29.7,89.3,115.5,0.027,0,14.8,29.6,Corpo d'Água,Médio
